0,0,1,2,2,2,2,2,2,2,2,2,2,2,3,0,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,0,0,122,122,122,0,0,0,0,0,0,0,105,
0,1,46,115,115,115,115,115,115,115,115,115,115,115,45,3,0,0,122,0,0,0,0,0,0,0,0,0,0,0,122,122,122,122,0,0,0,0,122,0,0,0,0,0,0,0,0,122,
0,12,115,0,0,53,0,0,97,0,0,0,0,114,115,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,
0,12,115,0,115,0,0,0,0,0,115,115,0,0,115,14,0,0,0,0,0,0,0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,0,122,122,
0,12,115,0,0,0,0,0,53,0,114,115,0,53,115,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,122,
0,12,115,0,0,0,115,0,0,0,0,0,0,0,0,47,0,0,0,0,0,119,0,0,0,0,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,126,0,0,0,122,122,
0,12,115,53,0,115,53,0,115,0,0,0,0,0,115,14,0,0,0,0,0,0,0,0,0,0,102,0,0,0,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,122,
0,12,115,0,0,0,0,0,0,0,0,0,115,0,115,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,
0,12,115,114,0,0,0,0,0,0,53,0,0,0,115,14,0,0,0,0,0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,23,35,115,115,0,115,115,115,115,115,115,115,115,34,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
122,0,23,24,24,94,24,24,24,24,24,24,24,24,25,0,0,0,122,0,0,0,0,0,0,0,0,0,0,0,122,0,0,0,0,0,0,0,0,0,124,127,0,0,0,0,0,0,
122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,122,122,0,0,0,0,0,0,0,0,0,122,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,0,0,0,0,0,0,0,0,0,0,0,
122,122,122,0,0,0,0,0,0,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
122,0,0,0,0,0,0,0,0,0,0,0,0,0,122,0,0,0,0,123,0,0,0,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,0,0,0,0,0,0,0,0,0,
122,0,0,0,0,0,0,0,0,0,0,0,0,0,122,0,0,0,0,0,0,0,0,130,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,127,108,125,0,0,0,
122,0,0,0,0,0,102,0,0,0,0,0,0,0,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
122,0,0,119,0,0,0,0,0,0,0,0,0,0,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,127,0,0,0,0,0,0,0,0,
122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,0,0,0,0,0,0,0,0,0,0,0,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
122,0,0,0,0,0,0,0,0,102,0,0,0,0,0,0,0,0,0,0,123,0,0,0,0,0,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,128,0,0,0,
122,0,0,0,0,0,0,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,0,0,0,0,0,0,0,0,0,
122,0,0,0,0,0,0,0,0,0,0,0,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,0,0,0,50,0,0,0,0,0,0,0,0,0,124,0,0,0,0,0,
122,122,0,0,0,0,0,0,0,0,0,0,122,0,0,0,0,0,0,0,0,0,0,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
122,122,122,0,0,0,0,129,0,0,0,0,122,0,0,0,0,0,0,0,0,0,0,0,0,130,0,0,0,0,0,0,0,0,0,0,0,0,0,118,0,0,128,0,0,0,0,0,
122,122,122,0,0,0,0,0,0,0,0,0,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,0,0,0,0,0,
122,122,122,0,0,0,0,0,0,0,0,0,0,122,0,0,0,122,122,122,122,0,0,0,0,0,122,0,122,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
122,122,122,0,0,0,0,0,0,0,0,0,0,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,122,0,0,0,0,0,118,0,0,105,0,0,0,0,0,118,0,0,0,
122,122,122,0,0,0,0,0,0,0,119,0,0,122,122,0,0,0,124,0,0,0,0,0,0,0,0,68,0,0,0,0,0,0,128,0,0,0,0,0,0,0,0,0,0,0,0,0,
122,122,0,0,0,0,0,0,0,0,0,0,0,122,122,0,0,0,0,108,125,0,0,0,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
122,0,0,0,0,0,0,0,0,0,0,0,0,0,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,0,0,10,11,0,0,0,0,
122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,0,0,124,0,0,0,117,0,0,0,0,0,21,22,0,0,0,0,
122,0,0,102,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,0,0,0,0,0,0,
122,0,0,0,0,0,0,0,0,0,122,0,0,0,0,0,0,128,126,0,0,0,0,0,0,0,128,124,0,0,0,0,0,0,105,0,0,0,0,0,0,0,0,0,0,0,0,0,
122,0,0,129,0,0,0,0,0,0,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,0,0,0,0,
122,0,0,0,0,0,122,0,0,0,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,0,128,0,0,0,0,0,0,0,0,117,0,
122,122,122,122,122,122,122,122,0,122,122,122,0,122,122,122,0,0,122,122,0,0,0,0,0,0,0,0,0,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
